
SetupTitle, FET Id-Vg
DataValue, -6, 1.3, 3.96267E-07, -2.968325E-07
DataValue, -5, 1.3, 1.77201E-07, -1.677145E-07
DataValue, -4, 1.3, 6.0838E-08, 9.3971495E-06
DataValue, -3, 1.3, 1.89715E-05, 0.030377469581000002
DataValue, -2, 1.3, 0.060755, 0.04999166425
DataValue, -1, 1.3, 0.1000023, 0.019624950000000002
DataValue, 0, 1.3, 0.10000490000000001, 1.4500000000000624E-06
DataValue, 1, 1.3, 0.1000052, 1.0000000000287557E-07
DataValue, 2, 1.3, 0.10000510000000001, -9.9999999988997779E-08
DataValue, -9, 1.4000000000000001, 2.22602E-06, -9.0342E-07
DataValue, -8, 1.4000000000000001, 1.3226E-06, -7.026170000000001E-07
DataValue, -7, 1.4000000000000001, 8.20786E-07, -4.47678E-07
DataValue, -6, 1.4000000000000001, 4.27244E-07, -3.13168E-07
DataValue, -5, 1.4000000000000001, 1.9445E-07, -1.791805E-07
DataValue, -4, 1.4000000000000001, 6.8883E-08, 1.0397925000000001E-05
DataValue, -3, 1.4000000000000001, 2.09903E-05, 0.030024915558500002
DataValue, -2, 1.4000000000000001, 0.0600499, 0.049992054850000009
DataValue, -1, 1.4000000000000001, 0.10000510000000001, 0.01997745
DataValue, 0, 1.4000000000000001, 0.1000048, -5.0000000001437783E-08
DataValue, 1, 1.4000000000000001, 0.10000500000000001, -9.9999999995936673E-08
DataValue, 2, 1.4000000000000001, 0.10000460000000001, -3.9999999999762448E-07
DataValue, -9, 1.5, 2.2631300000000004E-06, -8.9486000000000027E-07
DataValue, -8, 1.5, 1.3682700000000001E-06, -6.998205000000002E-07
DataValue, -7, 1.5, 8.63489E-07, -4.5617950000000004E-07
DataValue, -6, 1.5, 4.55911E-07, -3.255365E-07
DataValue, -5, 1.5, 2.12416E-07, -1.8884549999999998E-07
DataValue, -4, 1.5, 7.822E-08, 1.1213792E-05
DataValue, -3, 1.5, 2.264E-05, 0.029676460890000003
DataValue, -2, 1.5, 0.059353, 0.04999113
DataValue, -1, 1.5, 0.10000490000000001, 0.020325950000000002
DataValue, 0, 1.5, 0.10000490000000001, 1.9999999999881224E-07
DataValue, 1, 1.5, 0.1000053, 1.0000000000287557E-07
DataValue, 2, 1.5, 0.10000510000000001, -1.9999999999187335E-07
